Language,Key,Original Text,Translated Text
th,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.",Vitruvian Partners คือที่ที่ความทะเยอทะยานกล้าหาญพบกับการดำเนินการอย่างชาญฉลาด โด่งดังในการสนับสนุนบริษัทที่เติบโตอย่างก้าวกระโดดทั่วยุโรปและอื่นๆ Vitruvian ไม่ได้เป็นเพียงบริษัทเอกชน แต่เป็นตัวเร่งการขยายขนาด นวัตกรรม และการเป็นผู้นำในหมวดหมู่
th,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.",พอร์ตโฟลิโอของพวกเขาเหมือนกับรายชื่อผู้เปลี่ยนเกม และกลยุทธ์ของพวกเขาไม่เหมือนใคร—ทุนที่ยืดหยุ่น ความเชี่ยวชาญในภาคส่วนอย่างลึกซึ้ง และความมุ่งมั่นที่จะยกระดับทุกธุรกิจที่พวกเขาสัมผัส
th,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""หากคุณกำลังสร้างอนาคต Vitruvian คือพาร์ทเนอร์ที่ไม่เพียงแค่เข้าใจ—แต่ยังเร่งความเป็นจริง"""
gu,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","""વિટ્રુવિયન પાર્ટનર્સ એ બોલ્ડ મહત્વાકાંક્ષા અને તીવ્ર અમલીકરણનું મિલન છે. યુરોપ અને તેના બહારની પરિવર્તનકારી વૃદ્ધિ કંપનીઓને સમર્થન આપવા માટે જાણીતું, વિટ્રુવિયન માત્ર ખાનગી ઇક્વિટી ફર્મ નથી—તે સ્કેલ, નવીનતા, અને શ્રેણી નેતૃત્વ માટેનું પ્રેરક છે."""
gu,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","""તેમનું પોર્ટફોલિયો ગેમ-ચેન્જર્સની યાદી જેવું છે, અને તેમની રણનીતિ પરંપરાગત કરતાં અલગ છે—લવચીક મૂડી, ગહન ક્ષેત્ર નિપુણતા, અને દરેક વ્યવસાયને ઉન્નત કરવાની અવિરત ડ્રાઈવ."""
gu,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""જો તમે ભવિષ્ય બનાવી રહ્યા છો, તો વિટ્રુવિયન એવો ભાગીદાર છે જે માત્ર સમજે છે નહીં, પણ તેને ઝડપી બનાવે છે."""
uk,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners - місце, де сміливі амбіції зустрічаються з точним виконанням. Відома підтримкою компаній, що трансформують ріст по всій Європі та за її межами, Vitruvian не просто інвестиційна компанія, а каталізатор масштабування, інновацій та лідерства в категоріях."
uk,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Їхнє портфоліо нагадує список новаторів, а стратегія далека від традиційної — гнучкий капітал, глибокі знання сектору та невгамовне прагнення піднімати кожен бізнес, до якого вони торкаються."
uk,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Якщо ви будуєте майбутнє, Vitruvian — це партнер, який не просто розуміє це, вони прискорюють його."
id,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners adalah tempat ambisi besar bertemu eksekusi tajam. Dikenal mendukung perusahaan pertumbuhan transformatif di seluruh Eropa dan lebih luas, Vitruvian bukan hanya perusahaan ekuitas swasta—ini adalah katalis untuk skala, inovasi, dan kepemimpinan kategori."
id,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Portofolio mereka seperti daftar tokoh pengubah permainan, dan strateginya jauh dari tradisional—modal fleksibel, keahlian sektoral mendalam, dan dorongan tak henti untuk meningkatkan setiap bisnis yang mereka sentuh."
id,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Jika Anda sedang membangun masa depan, Vitruvian adalah mitra yang tidak hanya mengerti—tetapi mempercepatnya."
el,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Η Vitruvian Partners είναι εκεί όπου η τολμηρή φιλοδοξία συναντά την ακριβή εκτέλεση. Γνωστή για την υποστήριξη εταιρειών με μετασχηματιστική ανάπτυξη σε όλη την Ευρώπη και πέρα, η Vitruvian δεν είναι απλώς μια εταιρεία ιδιωτικών επενδύσεων—είναι ένας καταλύτης για κλίμακα, καινοτομία και ηγεσία στην κατηγορία."
el,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","""Το χαρτοφυλάκιό τους μοιάζει με κατάλογο πρωτοπόρων, και η στρατηγική τους είναι οτιδήποτε άλλο παρά παραδοσιακή—ευέλικτο κεφάλαιο, βαθιά εξειδίκευση στον κλάδο, και ακατάπαυστη διάθεση για ανάδειξη κάθε επιχείρησης με την οποία ασχολούνται."""
el,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Αν χτίζετε το μέλλον, η Vitruvian είναι ο είδος του συνεργάτη που δεν το καταλαβαίνει μόνο—το επιταχύνει."
sv,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners är där djärv ambition möter skarp genomförande. Kända för att stödja transformativa tillväxtföretag i Europa och vidare, är Vitruvian inte bara ett riskkapitalbolag – det är en katalysator för skalning, innovation och ledarskap inom kategorin."
sv,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Deras portfölj liknar ett register över banbrytare, och deras strategi är allt annat än traditionell—flexibelt kapital, djup branschkunskap och en outtröttlig strävan att lyfta varje företag de engagerar sig i."
sv,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Om du bygger framtiden är Vitruvian partnern som inte bara förstår – de påskyndar den."""
hu,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","A Vitruvian Partners az a hely, ahol a merész ambíciók éles kivitelezéssel találkoznak. Európában és azon túl is átalakuló növekedési vállalatokat támogatóként ismert, a Vitruvian nem csupán egy magántőke-alap – ez a növekedés, az innováció és a piacvezetés katalizátora."
hu,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","""Portfóliójuk olyan, mint a játékmegváltoztatók névsora, stratégiájuk pedig mindent, csak nem hagyományos – rugalmas tőke, mély ágazati szakértelem és eltökélt hajlam minden általuk érintett vállalkozás fejlesztésére."""
hu,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Ha a jövőt építed, a Vitruvian az a fajta partner, aki nem csak megérti – fel is gyorsítja."
cs,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners je místo, kde se odvážné ambice snoubí s precizním provedením. Známí podporou transformačních růstových společností v Evropě a dále, Vitruvian není jen investiční společností – je katalyzátorem pro rozšiřování, inovace a vedení v oboru."
cs,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Jejich portfolio připomíná seznam klíčových hráčů a jejich strategie je všechno, jen ne tradiční—flexibilní kapitál, hluboké znalosti odvětví a neúnavná snaha posunout každý podnik, kterého se dotknou, na vyšší úroveň."
cs,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Pokud budujete budoucnost, Vitruvian je typ partnera, který to nejen chápe – on to urychluje."
fi,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners on paikka, jossa rohkea kunnianhimo kohtaa terävän toteutuksen. Tunnettu tukemasta muuntautuvia kasvuyrityksiä Euroopassa ja muualla, Vitruvian ei ole vain yksityinen pääomasijoitusyhtiö – se on katalysaattori kasvulle, innovaatiolle ja alansa johtajuudelle."
fi,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Heidän portfoliosa on kuin kuka kukin on pelinmuuttajista, ja heidän strategiansa on kaikkea muuta kuin perinteinen—joustava pääoma, syvällinen toimialaosaaminen ja sinnikäs pyrkimys parantaa jokaista koskettamaansa liiketoimintaa."
fi,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Jos rakennat tulevaisuutta, Vitruvian ei vain ymmärrä sitä – he vauhdittavat sitä."
he,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners היא המפגש בין שאיפה נועזת לביצוע חד. הידועה בתמיכתה בחברות צומחות מהפכניות ברחבי אירופה ומעבר לה, Vitruvian אינה רק חברת הון פרטי – היא זרז לקנה מידה, חדשנות ומנהיגות בתחום."
he,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","תיק ההשקעות שלהם נראה כמו מדריך למשני משחקים, והאסטרטגיה שלהם היא הכל חוץ ממסורתית - הון גמיש, ידע עמוק בתחום ודחף בלתי פוסק לשדרג כל עסק שהם נוגעים בו."
he,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","אם אתה בונה את העתיד, ויטרוביאן היא השותפה שלא רק מבינה אותו – היא מאיצה אותו."
no,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners er der dristig ambisjon møter skarp utførelse. Kjent for å støtte transformative vekstselskaper over hele Europa og videre, er ikke Vitruvian bare et private equity-firma – det er en katalysator for skalering, innovasjon og lederskap i kategorien."
no,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","""Porteføljen deres er som en hvem-er-hvem av banebrytere, og strategien deres er alt annet enn tradisjonell—fleksibel kapital, dyp bransjekunnskap og en ustoppelig drivkraft for å løfte hver virksomhet de berører."""
no,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Hvis du bygger fremtiden, er Vitruvian typen partner som ikke bare forstår det – de akselererer det."
da,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners er stedet, hvor dristig ambition møder skarp eksekvering. Kendt for at støtte transformative vækstvirksomheder i Europa og videre, er Vitruvian ikke bare et kapitalfondsselskab – det er en katalysator for skala, innovation og kategoriledelse."
da,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Deres portefølje læser som en hvem-er-hvem af banebrydere, og deres strategi er alt andet end traditionel—fleksibel kapital, dyb sektorekspertise og en uophørlig stræben efter at løfte hver virksomhed, de berører."
da,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Hvis du bygger fremtiden, er Vitruvian den type partner, der ikke bare forstår det – de fremskynder det."""
sr,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners je mesto gde se hrabra ambicija susreće sa preciznom izvedbom. Poznati po podršci kompanijama koje transformišu rast širom Evrope i dalje, Vitruvian nije samo firma za privatni kapital - on je katalizator za rast, inovacije i liderstvo u kategoriji."
sr,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Njihov portfolio je kao spisak ključnih inovatora, a njihova strategija je sve samo ne tradicionalna—fleksibilan kapital, duboko poznavanje sektora i neprekidna težnja da unaprede svaki posao s kojim se upuste."
sr,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Ako gradite budućnost, Vitruvian je partner koji ne samo da razume—on je ubrzava."""
ml,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","വിട്രുവിയൻ പാർട്നേഴ്സ് എന്നത് ധീരമായ ആഗ്രഹങ്ങൾ കൂർത്ത നടപ്പാക്കലുമായി കൂടിച്ചേരുന്ന സ്ഥലമാണ്. യൂറോപ്പിലും അതിനപ്പുറവും പരിവർത്തനാത്മക വളർച്ചാ കമ്പനികളെ പിന്തുണയ്ക്കുന്നതിന് പ്രശസ്തമാണ് വിട്രുവിയൻ. ഇത് ഒരു സ്വകാര്യ ഇക്വിറ്റി ഫർമ്മ് മാത്രമല്ല, സ്കെയിൽ, നവീനത, വിഭാഗത്തിലെ നേതൃത്വം എന്നിവയ്ക്കുള്ള കാറ്റലിസ്റ്റാണ്."
ml,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","""അവരുടെ പോർട്ട്ഫോളിയോ ഗെയിം-ചേഞ്ചേഴ്സിന്റെ പട്ടികയെപ്പോലെയാണ്, അവരുടെ തന്ത്രം പാരമ്പര്യമല്ല—ലളിതമായ മൂലധനം, ആഴമേറിയ മേഖലാ വിദഗ്ധത, തൊട്ടടുത്ത ഓരോ ബിസിനസ്സിനെയും ഉയർത്തുന്ന അവിരാമമായ പ്രയത്നം."""
ml,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""നിങ്ങൾ ഭാവി നിർമ്മിക്കുകയാണെങ്കിൽ, വിട്രുവിയൻ അത് മാത്രമല്ല ഗ്രഹിക്കുന്നത്, വേഗത്തിലാക്കുന്ന പങ്കാളിയാണ്."""
bg,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners е мястото, където смелата амбиция среща точното изпълнение. Известни с подкрепата на трансформиращи растежни компании в Европа и отвъд, Vitruvian не е просто частна инвестиционна компания - те са катализатор за мащабиране, иновации и лидерство в категорията."
bg,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Техният портфолио прилича на списък с иноватори, а стратегията им е всичко друго, но не и традиционна—гъвкав капитал, задълбочени познания в сектора и неуморно стремеж да подобряват всеки бизнес, с който се занимават."
bg,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Ако изграждате бъдещето, Vitruvian е партньорът, който не само го разбира - те го ускоряват."
sk,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners je miesto, kde sa odvážne ambície stretávajú s precíznym vykonaním. Známi podporou transformačných rastových spoločností po celej Európe a ďalej, Vitruvian nie je len súkromná investičná spoločnosť – je to katalyzátor pre rast, inovácie a vedúce postavenie v kategórii."
sk,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Ich portfólio pripomína zoznam priekopníkov a ich stratégia je všetko iné ako tradičná—flexibilný kapitál, hlboké odborné znalosti v sektore a neúnavná snaha zlepšovať každú firmu, s ktorou spolupracujú."
sk,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Ak budujete budúcnosť, Vitruvian je typ partnera, ktorý to nielen chápe – on to urýchľuje."""
sl,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners je kraj, kjer se drzna ambicija sreča z natančno izvedbo. Poznani po podpori podjetjem z transformacijsko rastjo po Evropi in širše, Vitruvian ni zgolj zasebni investicijski sklad – je katalizator za rast, inovacije in vodilni položaj v kategoriji."
sl,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Njihov portfelj je kot seznam vplivnežev, njihova strategija pa je vse prej kot tradicionalna—prilagodljiv kapital, poglobljeno poznavanje sektorja in neomajna želja po izboljšanju vsakega podjetja, s katerim sodelujejo."
sl,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Če gradite prihodnost, je Vitruvian partner, ki ne samo, da razume—ampak jo pospešuje."""
lt,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","„Vitruvian Partners“ – tai vieta, kur drąsūs siekiai susitinka su aštriu įgyvendinimu. Žinoma dėl paramos transformaciniams augimo įmonėms Europoje ir už jos ribų, „Vitruvian“ nėra tik privataus kapitalo įmonė – tai katalizatorius mastui, inovacijoms ir kategorijų lyderystei."
lt,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Jų portfelis primena žinomų naujovių kūrėjų sąrašą, o jų strategija visiškai netradicinė—lankstus kapitalas, gilus sektoriaus išmanymas ir nepaliaujamas siekis pakelti kiekvieną įmonę, su kuria dirba."
lt,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Jei kuriate ateitį, „Vitruvian“ yra partneris, kuris ne tik supranta – jis ją pagreitina."""
lv,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners ir vieta, kur lielās ambīcijas sastopas ar precīzu izpildi. Pazīstami ar atbalstu transformējošām izaugsmes kompānijām visā Eiropā un tālāk, Vitruvian nav tikai privātā kapitāla firma – tā ir katalizators mēroga palielināšanai, inovācijām un nozares līderībai."
lv,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Viņu portfelis ir kā spēles mainītāju saraksts, un viņu stratēģija ir viss, izņemot tradicionāla — elastīgs kapitāls, dziļas nozares zināšanas un nepārtraukta vēlme uzlabot katru uzņēmumu, ar kuru tie darbojas."
lv,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Ja veidojat nākotni, Vitruvian ir partneris, kas ne tikai to saprot – viņi to paātrina."""
et,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners on koht, kus julge ambitsioon kohtub terava teostusega. Tuntud kui transformeerivate kasvufirmade toetaja üle Euroopa ja kaugemal, ei ole Vitruvian lihtsalt erakapitalifirma – see on katalüsaator skaalale, innovatsioonile ja kategooria juhtimisele."
et,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Nende portfell on nagu mängureeglite muutjate nimistu ja nende strateegia on kõike muud kui traditsiooniline – paindlik kapital, sügav sektoriteadmised ja pidev püüdlus tõsta iga ettevõtet, millega nad kokku puutuvad."
et,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Kui loote tulevikku, siis Vitruvian on partner, kes mitte ainult ei mõista seda – nad kiirendavad seda."
hr,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners je mjesto gdje se hrabra ambicija susreće s preciznom izvedbom. Poznati po podršci tvrtkama s transformativnim rastom diljem Europe i šire, Vitruvian nije samo privatna investicijska tvrtka - on je katalizator za rast, inovacije i vodstvo u kategoriji."
hr,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Njihov portfelj je popis ključnih inovatora, a njihova strategija je sve samo ne tradicionalna—fleksibilan kapital, duboko poznavanje sektora i neumorna težnja za unaprjeđenjem svakog posla s kojim se upuste."
hr,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Ako gradite budućnost, Vitruvian je partner koji ne samo da razumije—on je ubrzava."""
kk,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners - батыл мақсаттар мен зерек орындаулардың қиылысқан жері. Еуропа және одан тыс жерлерде өзгерісті қолдайтын өсу компанияларын қолдауымен танымал, Vitruvian тек жеке капитал фирмасы емес - ол өсу, инновация және салалық көшбасшылық үшін катализатор."
kk,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Олардың портфолиосы ойын өзгерткіш адамдардың тізіміндей, стратегиясы дәстүрлі емес — икемді капитал, терең сала білімі және әрбір кәсіпті жетілдіруге деген үздіксіз ұмтылыс."
kk,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Егер сіз болашақты құрып жатсаңыз, Vitruvian - тек түсінетін ғана емес, жеделдететін серіктес."
hy,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners-ը այն տեղն է, որտեղ համառ ձգտումը հանդիպում է սուր կատարմանը: Գիտակցված է աջակցելով վերածվածային աճի ընկերություններին ամբողջ Եվրոպայում և ավելին, Vitruvian-ը ոչ միայն մասնավոր գույքի դաշինք է, այլև չափազանցման, նորարարության և կատեգորիայի ղեկավարման առաջարկող։"
hy,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Անձնակազմը կարդացեք որպես խաղափոխիչների ում-ում, իսկ նրանց ստրատեգիան ոչինչ չի նման ավանդականին՝ համարժեք կապիտալ, խորը ոլորտային գիտելիքներ և անդադար ջանքեր բարձրացնելու ամեն բիզնեսը, որին դիպչում են։"
hy,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","Եթե դուք կառուցում եք ապագան, Vitruvian-ը այն տեսակետն է, որը ոչ միայն հասկանում է, այլև արագացնում է։"
az,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners cəsarətli hədəflərin kəskin icrası ilə qarşılaşdığı yerdır. Avropada və daha ötəsində transformasiya yaradan şirkətləri dəstəkləməklə tanınan Vitruvian yalnız bir xüsusi kapital şirkəti deyil - miqyaslanma, yenilik və kateqoriya liderliyi üçün bir katalizatordur."
az,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","Onların portfeli oyunun qaydalarını dəyişənlərin kim-kimi siyahısını xatırladır, strategiyaları isə ənənəvi deyil—fleksibl kapital, dərin sektor məlumatlılığı və toxunduqları hər işi yüksəltmək üçün dayanıqlı səy."
az,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Əgər gələcəyi qurursunuzsa, Vitruvian sadəcə başa düşmür, həm də sürətləndirir."""
ka,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","""Vitruvian Partners არის ადგილი, სადაც გამამახინჯებელი ამბიცია შეხვდება წარმატებულ შესრულებას. ცნობილია როგორც ევროპისა და მიღმა ტრანსფორმაციული ზრდის კომპანიების მხარდამჭერი, Vitruvian არ არის მხოლოდ პრივატული საკაპიტალო ფირმა—ის არის მასშტაბის, ინოვაციისა და კატეგორიული ლიდერობის კატალიზატორი."""
ka,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","მათი პორტფოლიო ჰგავს თამაშის შემცვლელთა სიას, ხოლო მათი სტრატეგია არაფერია ტრადიციული — გამორთული კაპიტალი, ღრმა სექტორული ექსპერტიზი და უარყოფითი ძალა ყოველ ბიზნესზე, რომელსაც შეეხებიან."
ka,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","თუ ამართლებთ მომავალს, Vitruvian არის ის პარტნიორი, რომელიც არ მხოლოდ გესმით—ის აჩქარებს მას."
bs,about_intro,"Vitruvian Partners is where bold ambition meets sharp execution. Known for backing transformative growth companies across Europe and beyond, Vitruvian isn’t just a private equity firm—it’s a catalyst for scale, innovation, and category leadership.","Vitruvian Partners je mjesto gdje se hrabra ambicija susreće s preciznom izvedbom. Poznati po podršci transformacijskim kompanijama u rastu širom Europe i dalje, Vitruvian nije samo firma za privatni kapital - to je katalizator za rast, inovaciju i vodstvo u kategoriji."
bs,about_strategy,"Their portfolio reads like a who's-who of game-changers, and their strategy is anything but traditional—flexible capital, deep sector expertise, and a relentless drive to elevate every business they touch.","""Njihov portfelj je popis ključnih inovatora, a njihova strategija je sve osim tradicionalne—fleksibilni kapital, duboko poznavanje sektora i neprekidna težnja za unapređenjem svakog posla s kojim se upuste."""
bs,about_mission,"If you’re building the future, Vitruvian is the kind of partner that doesn’t just get it—they accelerate it.","""Ako gradite budućnost, Vitruvian je partner koji ne samo da razumije—on je ubrzava."""
